a,a,a,a,a,a
5700040,Pine Bluff Landfill,8/26/09,4953-057-0040-V-02-1,VN-19040,Title V
13500185,BJ Sanitary Landfill,7/21/09,4953-135-0185-V-02-1,VN-19042,Title V
13500010,OFS Fitel LLC,5/14/10,3357-135-0010-V-02-2,VN-19301,Title V
1500011,Ga Power Company - Plant Bowen,11/30/10,4911-015-0011-V-02-A,VN-19372,Title V
24500024,Boral Bricks - Plant #6,9/20/10,3251-245-0024-V-04-0,VN-19384,Title V
8900005,Centers For Disease Control and Prevention (CDC),8/11/09,9431-089-0005-V-02-1,VN-18953,Title V
7300003,QG Printing II Corp.,12/11/09,2754-073-0003-V-03-0,VN-19308,Title V
27500004,Oil-Dri Corporation Of Georgia,4/21/10,3295-275-0004-V-02-2,VN-19519,Title V
3300030,Southern Nuclear Operating Company - Plant Vogtle,9/30/10,4911-033-0030-V-02-4,VN-19578,Title V
13500139,Dolco Packaging,10/18/10,3086-135-0139-V-03-0,VN-19582,Title V
14300027,HL-A CO. INC. (HONDA LOCK-AMERICA,9/30/10,3429-143-0027-V-03-0,VN-19209,Title V
14900005,Hawk Road Energy Facility,11/18/09,4911-149-0005-V-05-0,VN-19212,Title V
17500057,Evans Cabinet Corp,7/1/10,2434-175-0057-V-03-0,VN-19239,Title V
5100010,Weyerhaeuser NR Port Wentworth,9/20/10,2611-051-0010-V-02-4,VN-19391,Title V
15300057,Houston County LFGTE Generation Plant,7/27/10,4911-153-0057-V-02-0,VN-19478,Title V
14700021,Hartwell Energy Facility,9/17/09,4911-147-0021-V-02-1,VN-18801,Title V
10300007,GEORGIA-PACIFIC CONSUMER PRODUCTS LP (SAVANNAH RIVER MILL),8/26/09,2621-103-0007-V-03-2,VN-18863,Title V
8100054,Norbord Georgia Inc,12/8/09,2493-081-0054-V-03-2,VN-18893,Title V
13500219,UWL/Richland Creek Road Sanitary Landfill,3/3/10,4953-135-0219-V-02-2,VN-19339,Title V
13900075,"SAPA Extruder, Inc.",2/9/10,3354-139-0075-V-03-0,VN-19430,Title V
21500001,"DMI Columbus, LLC",2/9/10,3321-215-0001-V-03-1,VN-18847,Title V
8900047,GRAPHIC PACKAGING INTERNATIONAL,7/23/09,2657-089-0047-V-04-1,VN-18884,Title V
29500044,Blue Bird North Georgia,7/1/10,3713-295-0044-V-04-0,VN-19325,Title V
13900115,"Mincey Marble Manufacturing, Inc.",7/1/10,3088-139-0115-V-03-0,VN-19347,Title V
29300027,Edward L. Addison Generating Plant,1/13/10,4911-293-0027-V-03-0,VN-19386,Title V
4500051,Southwire Co-Corp Energy Mgmt,7/19/10,3357-045-0051-V-02-2,VN-19583,Title V
23300029,KIMOTO TECH,3/24/11,3089-233-0029-V-03-0,VN-19594,Title V
15300048,Houston County Public Works Department,7/19/10,4953-153-0048-V-02-2,VN-19723,Title V
5500001,Mount Vernon Mills,4/5/11,2211-055-0001-V-03-0,VN-19835,Title V
20700008,Ga Power Company - Plant Scherer,5/8/12,4911-207-0008-V-03-0,VN-20128,Title V
15100009,Atlas Roofing Corp.,11/10/11,2952-151-0009-V-03-0,VN-20130,Title V
31300079,Shaw Industries Group Inc Plt 20,11/1/11,2273-313-0079-V-03-0,VN-20359,Title V
21300034,Thomas A. Smith Energy Facility,9/8/11,4911-213-0034-V-06-1,VN-20593,Title V
13900046,MILLIKEN & CO NEW HOLLAND PLT,8/29/12,2281-139-0046-V-03-0,VN-20597,Title V
12700002,"Pinova, Inc.",10/25/10,2861-127-0002-V-04-1,VN-19693,Title V
9500002,Ga Power Company - Plant Mitchell,5/29/12,4911-095-0002-V-03-0,VN-19831,Title V
8700050,TexPar Energy LLC,12/3/10,2992-087-0050-V-03-2,VN-19988,Title V
31300054,Trinseo,12/13/11,2822-313-0054-V-04-1,VN-20325,Title V
10300003,Ga Power Co Plt McIntosh,9/25/12,4911-103-0003-V-03-0,VN-20540,Title V
31900027,"Carbo Ceramics, Inc. - McIntyre Plant",12/21/10,3295-319-0027-V-03-3,VN-19694,Title V
17500035,Gilman Building Products - Dudley Mill,6/8/11,2421-175-0035-V-03-0,VN-19739,Title V
2100021,"Southern Natural Gas Company, L.L.C.- Ocmulgee Comp. Station",12/13/10,4922-021-0021-V-03-0,VN-19797,Title V
13300001,"Novelis, Inc.",11/15/10,3341-133-0001-V-03-1,VN-19918,Title V
28500045,Milliken & Co Valway Plant,5/13/11,2262-285-0045-V-02-2,VN-20181,Title V
5100148,Arizona Chemical Corporation,11/21/11,2821-051-0148-V-02-5,VN-20269,Title V
29300024,TenCate Protective Fabrics,11/1/11,2262-293-0024-V-04-0,VN-20278,Title V
900031,"Triumph Aerostructures, LLC - Vought Aircraft Division",9/13/10,3728-009-0031-V-03-0,VN-19791,Title V
11500077,BALL CONTAINER LLC ROME CAN PLANT,5/2/11,3411-115-0077-V-04-0,VN-19844,Title V
8900299,Seminole Road MSW Landfill,9/8/11,4953-089-0299-V-02-1,VN-20372,Title V
31900029,"CARBO CERAMICS, INC. - TOOMSBORO PLANT",3/24/11,3295-319-0029-V-02-2,VN-19682,Title V
29900045,"Carolina Skiff, Llc",10/18/10,3732-299-0045-V-05-2,VN-19714,Title V
1500103,Bartow County MSW Landfill,7/9/10,4953-015-0103-V-01-1,VN-19732,Title V
5100012,Epic Savannah North Terminal,11/15/10,2911-051-0012-V-04-1,VN-19928,Title V
21500021,United States Army Maneuver Center of Excellence - Fort Benning,12/29/10,9711-215-0021-V-02-1,VN-19995,Title V
3900003,Naval Submarine Base,1/25/11,9711-039-0003-V-02-1,VN-19937,Title V
9500095,Dougherty County Fleming/Gaissert Rd MSW Landfill,9/27/11,4953-095-0095-V-03-0,VN-20419,Title V
900031,"Triumph Aerostructures, LLC - Vought Aircraft Division",9/27/12,3728-009-0031-V-04-0,VN-20494,Title V
21500021,United States Army Maneuver Center of Excellence - Fort Benning,9/22/11,9711-215-0021-V-02-2,VN-20527,Title V
14900011,Southern Power - Wansley Combined Cycle,6/19/12,4911-149-0011-V-01-0,VN-20542,Title V
11700025,Scientific Games International,12/21/10,2754-117-0025-V-04-2,VN-19708,Title V
1500011,Ga Power Company - Plant Bowen,7/28/10,4911-015-0011-V-02-B,VN-19761,Title V
21700020,FIBERVISIONS INC.,10/19/11,2824-217-0020-V-02-3,VN-20284,Title V
15300014,Anchor Glass Container Corporation,10/16/12,3221-153-0014-V-04-0,VN-20311,Title V
10700011,Interfor U.S. Inc. - Swainsboro Sawmill,7/13/11,2421-107-0011-V-03-4,VN-20361,Title V
25100008,King America Finishing Inc,10/21/11,2261-251-0008-V-03-2,VN-20427,Title V
24500068,Procter & Gamble Manufacturing Co,11/15/12,2841-245-0068-V-03-0,VN-20545,Title V
31300084,Shaw Industries Group Inc Plant 4,2/5/13,2273-313-0084-V-02-1,VN-21215,Title V
100005,Interfor U.S. Inc. - Baxley Sawmill,5/14/13,2421-001-0005-V-05-1,VN-21279,Title V
24500006,INTERNATIONAL PAPER - AUGUSTA MILL,8/21/14,2631-245-0006-V-03-0,VN-21556,Title V
6700074,Colonial Pipeline Company - Atlanta Junction,7/31/12,4613-067-0074-V-03-0,VN-20674,Title V
15700014,"Huber Engineered Woods, LLC",11/15/12,2493-157-0014-V-03-0,VN-20675,Title V
10300004,"Interfor U.S., Inc. - Meldrim",4/25/12,2421-103-0004-V-04-1,VN-20735,Title V
17900011,SNF - Riceboro,1/19/12,2899-179-0011-V-02-7,VN-20759,Title V
15300040,Ga Power Company - Robins,3/2/12,4911-153-0040-V-03-1,VN-20825,Title V
14900001,Ga Power Company - Plant Wansley,3/14/12,4911-149-0001-V-02-9,VN-20827,Title V
10300007,GEORGIA-PACIFIC CONSUMER PRODUCTS LP (SAVANNAH RIVER MILL),3/2/12,2621-103-0007-V-03-8,VN-20841,Title V
100001,Edwin I. Hatch Nuclear Plant - GA Power,11/15/12,4911-001-0001-V-03-1,VN-21383,Title V
15900012,GEORGIA-PACIFIC - MONTICELLO MDF,3/2/12,2493-159-0012-V-02-2,VN-20866,Title V
27500004,Oil-Dri Corporation Of Georgia,2/5/13,3295-275-0004-V-03-0,VN-20980,Title V
6300030,Hartsfield-Jackson Atlanta International Airport,11/15/12,4581-063-0030-V-03-3,VN-21182,Title V
1500032,Gerdau Ameristeel US Inc.,2/5/13,3312-015-0032-V-05-0,VN-21187,Title V
12700003,Brunswick Cellulose Inc,8/7/12,2631-127-0003-V-05-3,VN-20887,Title V
23500008,Hollingsworth & Vose Company,5/18/12,2621-235-0008-V-03-1,VN-20965,Title V
7700010,"Bon L Manufacturing Company, Inc.",4/17/12,3354-077-0010-V-02-2,VN-20966,Title V
5100017,Ga Power Company - Plant Boulevard,3/2/12,4911-051-0017-V-04-1,VN-20816,Title V
6700003,Ga Power Company - Plant McDonough/Atkinson,3/2/12,4911-067-0003-V-03-2,VN-20820,Title V
5100007,International Paper - Savannah,3/2/12,2631-051-0007-V-02-1,VN-20861,Title V
5100003,"Southern LNG Company, L.L.C. -Elba Island LNG Terminal - (Kinder Morgan , Inc.)",10/22/12,4922-051-0003-V-04-0,VN-21315,Title V
20500037,"Balfour Pole Company, LLC",1/28/14,2048-205-0037-V-05-0,VN-21363,Title V
21700024,Pactiv Corp,10/10/12,3086-217-0024-V-05-0,VN-20872,Title V
12100129,Georgia Institute of Technology,8/29/12,8221-121-0129-V-03-0,VN-20997,Title V
21700024,Pactiv Corp,9/11/12,3086-217-0024-V-04-2,VN-21239,Title V
24700047,Jet Corr Inc,1/31/13,2679-247-0047-V-04-0,VN-21431,Title V
12100558,"Geiger International, Inc.",11/10/11,2521-121-0558-V-03-2,VN-20629,Title V
5700036,ATLANTA GAS LIGHT CO.,3/2/12,4924-057-0036-V-02-3,VN-20896,Title V
24500062,Resolute FP Augusta LLC,7/27/12,2621-245-0062-V-03-3,VN-21246,Title V
21500001,"DMI Columbus, LLC",5/2/13,3321-215-0001-V-04-0,VN-21313,Title V
29300027,Edward L. Addison Generating Plant,12/21/12,4911-293-0027-V-03-1,VN-21459,Title V
13500185,BJ Sanitary Landfill,11/26/13,4953-135-0185-V-03-0,VN-21606,Title V
8900131,Motiva Enterprises LLC,1/14/14,5171-089-0131-V-03-0,VN-21635,Title V
23300042,Sewell Creek Energy Facility,5/27/14,4911-233-0042-V-03-0,VN-21802,Title V
26900014,"WI Taylor County Disposal, LLC",8/1/13,4953-269-0014-V-05-0,VN-21972,Title V
18500001,PCA Valdosta Mill,6/13/13,2631-185-0001-V-02-5,VN-21579,Title V
15100009,Atlas Roofing Corp.,6/13/13,2952-151-0009-V-03-1,VN-21602,Title V
7300004,"GIW Industries, Inc.",8/28/13,3561-073-0004-V-02-1,VN-22030,Title V
9900001,Georgia-Pacific Cedar Springs LLC,1/14/14,2631-099-0001-V-03-2,VN-22313,Title V
8900255,"Arch Wood Protection, Inc.",3/24/15,2879-089-0255-V-02-0,VN-22338,Title V
100005,Interfor U.S. Inc. - Baxley Sawmill,5/30/14,2421-001-0005-V-05-2,VN-22453,Title V
2500001,"Varn Wood Products, LLC",7/26/13,2421-025-0001-V-03-2,VN-21700,Title V
26100003,"C-E Minerals Plants No. 1, 2, and 6",9/26/14,3255-261-0003-V-03-0,VN-21931,Title V
4500008,Southwire Company -Carrollton,11/26/13,3357-045-0008-V-04-2,VN-21996,Title V
27700012,"Tifton Aluminum Extrusions, Inc.",12/31/13,3354-277-0012-V-05-1,VN-22104,Title V
6300083,Atlanta Gas Light Company,11/26/13,4924-063-0083-V-03-2,VN-22149,Title V
300017,Atkinson County - SR 50 MSW Landfill,10/24/13,4953-003-0017-V-03-0,VN-21757,Title V
12100020,OWENS BROCKWAY GLASS CONTAINER INC.,10/1/13,3221-121-0020-V-03-2,VN-22091,Title V
12700003,Brunswick Cellulose Inc,1/1/16,2631-127-0003-V-06-0,VN-22323,Title V
10300007,GEORGIA-PACIFIC CONSUMER PRODUCTS LP (SAVANNAH RIVER MILL),6/27/14,2621-103-0007-V-04-2,VN-22502,Title V
24500062,Resolute FP Augusta LLC,7/18/13,2621-245-0062-V-03-6,VN-21858,Title V
4500008,Southwire Company -Carrollton,8/11/14,3357-045-0008-V-04-3,VN-22379,Title V
27500004,Oil-Dri Corporation Of Georgia,5/30/14,3295-275-0004-V-03-1,VN-22399,Title V
9500002,Ga Power Company - Plant Mitchell,3/1/13,4911-095-0002-V-03-1,VN-21593,Title V
18500108,Advanced Disposal Services Evergreen Landfill,1/31/13,4953-185-0108-V-01-1,VN-21626,Title V
9900001,Georgia-Pacific Cedar Springs LLC,6/13/13,2631-099-0001-V-03-1,VN-21840,Title V
7700010,"Bon L Manufacturing Company, Inc.",5/30/14,3354-077-0010-V-03-0,VN-21998,Title V
9500023,Marine Corps Logistics Base,7/22/14,9711-095-0023-V-03-1,VN-22372,Title V
9900003,Olam Edible Nuts - Blakely Plant,3/4/14,2068-099-0003-V-02-0,VN-21871,Title V
13900002,Cargill Inc,3/24/15,2075-139-0002-V-03-0,VN-21897,Title V
18500051,ADM VALDOSTA,10/21/13,2075-185-0051-V-02-4,VN-21973,Title V
6300059,Delta Air Lines Inc - Atlanta Station,12/16/14,4512-063-0059-V-03-0,VN-22162,Title V
17900011,SNF - Riceboro,9/19/14,2899-179-0011-V-02-D,VN-22421,Title V
24700030,"Cellofoam North America, Inc.",7/6/15,3086-247-0030-V-04-0,VN-22470,Title V
20700030,Smarr EMC,11/17/14,4911-207-0030-V-07-1,VN-22599,Title V
30300039,"Washington County Power, LLC",9/1/15,4911-303-0039-V-07-0,VN-22664,Title V
6700003,Ga Power Company - Plant McDonough/Atkinson,11/7/14,4911-067-0003-V-03-4,VN-22702,Title V
20700031,Boral Material Technologies - Plant Scherer,7/17/15,5032-207-0031-V-04-0,VN-22835,Title V
18900002,HP Pelzer Inc.,8/18/15,2399-189-0002-V-04-0,VN-22900,Title V
14900012,Plasti-Paint Inc.,3/1/16,2851-149-0012-V-03-0,VN-22908,Title V
100005,Interfor U.S. Inc. - Baxley Sawmill,1/21/15,2421-001-0005-V-05-3,VN-22943,Title V
17900011,SNF - Riceboro,1/19/16,2899-179-0011-V-03-0,VN-22840,Title V
100001,Edwin I. Hatch Nuclear Plant - GA Power,6/12/15,4911-001-0001-V-03-2,VN-22941,Title V
10300007,GEORGIA-PACIFIC CONSUMER PRODUCTS LP (SAVANNAH RIVER MILL),1/21/15,2621-103-0007-V-04-3,VN-22954,Title V
30700001,"Interfor U.S., Inc.",12/29/14,2421-307-0001-V-04-1,VN-22973,Title V
9500109,"Albany Green Energy, LLC",7/16/14,4911-095-0109-V-01-0,VN-22576,Title V
26300013,Talbot Energy Facility,9/19/14,4911-263-0013-V-05-3,VN-22608,Title V
1700009,"GBW Railcar Services, LLC",9/12/14,4789-017-0009-V-04-0,VN-22803,Title V
29300025,"Southern Natural Gas Company, L.L.C - Thomaston Comp. Station",12/23/15,4922-293-0025-V-03-2,VN-22873,Title V
26100069,"Recreation Unlimited, LLC",4/20/16,3732-261-0069-V-05-0,VN-22926,Title V
26300013,Talbot Energy Facility,11/9/15,4911-263-0013-V-06-0,VN-22927,Title V
10300003,Ga Power Co Plt McIntosh,4/16/15,4911-103-0003-V-03-3,VN-23096,Title V
15700057,"Toyota Industries Compressor Parts America, Co",3/1/16,3585-157-0057-V-02-1,VN-23101,Title V
28500081,Lagrange I-85/SR109 SLF,10/20/15,4953-285-0081-V-04-0,VN-23152,Title V
17500058,Rentz Cabinet Corp,4/21/16,2434-175-0058-V-04-0,VN-40056,Title V
16100023,"Hazlehurst Wood Pellets, LLC",8/18/15,2499-161-0023-V-02-0,VN-40062,Title V
17900011,SNF - Riceboro,11/12/15,2899-179-0011-V-02-F,VN-23279,Title V
11500077,BALL CONTAINER LLC ROME CAN PLANT,4/21/16,3411-115-0077-V-04-3,VN-40863,Title V
10300003,Ga Power Co Plt McIntosh,5/11/15,4911-103-0003-V-03-4,VN-23135,Title V
20700008,Ga Power Company - Plant Scherer,5/11/15,4911-207-0008-V-03-6,VN-23136,Title V
12100036,ATLANTA UTOY CREEK WPCP,10/9/15,4952-121-0036-V-03-1,VN-40134,Title V
10300004,"Interfor U.S., Inc. - Meldrim",3/6/15,2421-103-0004-V-05-0,VN-23106,Title V
30100003,Georgia-Pacific Wood Products LLC (Warrenton),11/5/15,2421-301-0003-V-03-2,VN-40117,Title V
24500062,Resolute FP Augusta LLC,5/6/16,2621-245-0062-V-04-0,VN-23018,Title V
20700008,Ga Power Company - Plant Scherer,8/18/15,4911-207-0008-V-03-7,VN-23023,Title V
14900011,Southern Power - Wansley Combined Cycle,5/5/15,4911-149-0011-V-01-1,VN-23075,Title V
2100001,Graphic Packaging Macon Mill,9/4/15,2631-021-0001-V-04-2,VN-23156,Title V
4500008,Southwire Company -Carrollton,6/12/15,3357-045-0008-V-04-4,VN-23045,Title V
8900227,INTERNATIONAL PAPER CO.,5/5/16,2759-089-0227-V-05-0,VN-40270,Title V
10300003,Ga Power Co Plt McIntosh,3/8/16,4911-103-0003-V-03-6,VN-40272,Title V
1700008,Gilman Building Products Company,1/19/16,2421-017-0008-V-04-0,VN-40110,Title V
24500006,INTERNATIONAL PAPER - AUGUSTA MILL,12/21/15,2631-245-0006-V-03-2,VN-40573,Title V
9500023,Marine Corps Logistics Base,12/28/06,9711-095-0023-V-01-5,VN-16727,Title V
18500073,"Bathcraft, LLC",12/7/06,3088-185-0073-V-03-0,VN-16719,Title V
1300068,Oak Grove Sanitary Landfill,5/15/07,4953-013-0068-V-02-0,VN-16707,Title V
2100059,Boral Bricks - Macon,11/26/07,3251-021-0059-V-03-1,VN-16765,Title V
12100779,SUN CHEMICAL CORP.,10/5/06,2893-121-0779-V-02-1,VN-16856,Title V
24500003,"DSM CHEMICALS NORTH AMERICA, LLC",8/9/06,2869-245-0003-V-03-3,VN-16808,Title V
24700033,"Tegrant Diversified Brands, Inc.",4/18/07,3086-247-0033-V-03-0,VN-16816,Title V
28500040,Milliken & Co Hillside,1/8/01,2281-285-0040-V-01-0,VN-9182,Title V
31300079,Shaw Industries Group Inc Plt 20,5/31/00,2273-313-0079-V-01-0,VN-9236,Title V
5900069,Nakanishi Manufacturing Corporation,5/20/99,3562-059-0069-V-01-0,VN-9232,Title V
2100072,Keebler Company/Kellogg's Snack,10/22/98,2052-021-0072-V-01-0,,Title V
2100061,Texprint (Ga) Inc,9/26/00,2261-021-0061-V-01-0,VN-9261,Title V
13900056,Quebecor World Direct - Oakwood Division,2/23/01,2751-139-0056-V-03-0,VN-9258,Title V
31300003,Shaw Industries Group Inc. Plant 80,12/27/01,2273-313-0003-V-01-0,VN-9252,Title V
31300084,Shaw Industries Group Inc Plant 4,3/18/02,2273-313-0084-V-01-0,VN-9251,Title V
23700008,Ga Power Company - Plant Branch,11/24/98,4911-237-0008-V-01-0,VN-9304,Title V
31300122,Beaulieu Plant 560,4/23/98,2273-313-0122-V-01-0,,Title V
3900003,Naval Submarine Base,6/19/02,9711-039-0003-V-01-0,VN-9315,Title V
2100176,YKK National Manufacturing Center - Chestney,9/13/02,3965-021-0176-V-01-0,VN-9313,Title V
5100110,"Imperial-Savannah, L.P.",7/13/99,2062-051-0110-V-01-0,VN-9370,Title V
1300005,Johns Manville Corp. Winder Facility,12/19/02,3296-013-0005-V-01-0,VN-9394,Title V
17700010,Woodgrain Millwork,8/29/03,2431-177-0010-V-02-0,VN-9383,Title V
24500024,Boral Bricks - Plant #6,7/19/99,3251-245-0024-V-01-0,VN-9434,Title V
23700127,Horton Components Division,12/24/03,2499-237-0127-V-01-0,VN-9537,Title V
5100046,Gulfstream Aerospace Corporation,5/22/02,3721-051-0046-V-01-0,VN-9635,Title V
18500051,ADM VALDOSTA,1/9/03,2075-185-0051-V-01-0,VN-9631,Title V
5100023,BASF Corporation - Savannah Operations,5/31/00,3295-051-0023-V-01-0,VN-9626,Title V
12100010,Sterilization Services of Georgia,3/24/99,3559-121-0010-V-01-0,VN-9605,Title V
4500043,Southwire Company - Cofer Technology Center,3/8/00,3357-045-0043-V-01-0,VN-9763,Title V
3300032,Globe Business Furnit,9/29/00,2500-033-0032-V-01-0,VN-9761,Title V
31300106,The Dow Chemical Company - Dalton Stryofoam Plant,9/14/98,3086-313-0106-V-01-0,VN-8931,Title V
13500170,MTI Whirlpools Inc.,5/10/00,3088-135-0170-V-01-0,VN-9022,Title V
15900004,Georgia-Pacific Wood Products LLC (Monticello Stud Mill),7/31/00,2421-159-0004-V-01-0,VN-9082,Title V
30100003,Georgia-Pacific Wood Products LLC (Warrenton),2/29/00,2421-301-0003-V-01-0,VN-9077,Title V
7300003,QG Printing II Corp.,2/26/03,2754-073-0003-V-01-0,VN-9072,Title V
11500016,GEORGIA-PACIFIC WOOD PRODUCTS SOUTH LLC LUMBER PLANT,9/7/01,2421-115-0016-V-01-0,VN-9063,Title V
17900018,Fort Stewart,8/14/03,9711-179-0018-V-01-0,VN-9113,Title V
24500109,Covidien LP,4/1/98,3842-245-0109-V-01-0,VN-9144,Title V
9900001,Georgia-Pacific Cedar Springs LLC,3/9/01,2631-099-0001-V-01-0,VN-9141,Title V
30100012,Asama Coldwater Manufacturing Georgia,7/31/00,3321-301-0012-V-01-0,VN-9134,Title V
28500011,"Freudenberg - NOK General Partnership, LaGrange Plant",8/16/99,3053-285-0011-V-01-0,VN-9129,Title V
15700014,"Huber Engineered Woods, LLC",7/13/99,2493-157-0014-V-01-0,VN-9124,Title V
12700003,Brunswick Cellulose Inc,3/21/03,2631-127-0003-V-03-0,VN-9119,Title V
1900003,Chaparral Boats Inc,9/28/01,3732-019-0003-V-02-0,VN-9177,Title V
6300083,Atlanta Gas Light Company,4/17/00,4942-063-0082-V-01-0,VN-9175,Title V
12700028,Georgia-Pacific Gypsum Llc,4/16/03,3275-127-0028-V-01-0,VN-9157,Title V
27500031,"Flowers Baking Co of Thomasville, Inc.",1/19/99,2051-275-0031-V-02-0,VN-9154,Title V
5900015,"Power Partners Holdings, LLC",9/29/00,3612-059-0015-V-01-0,VN-9212,Title V
24500068,Procter & Gamble Manufacturing Co,2/26/02,2841-245-0068-V-01-0,VN-9203,Title V
31700023,International Paper (Lumber Mill),7/13/99,2421-317-0023-V-01-0,VN-9199,Title V
24500062,Resolute FP Augusta LLC,10/7/98,2621-245-0062-V-01-0,VN-9198,Title V
31300025,"Imerys Marble, Inc.",4/3/00,2819-313-0025-V-01-0,VN-9197,Title V
8900299,Seminole Road MSW Landfill,5/24/01,4953-089-0299-V-01-0,VN-10039,Title V
13900106,"Hall County, Engineering Division",5/25/00,4953-139-0106-V-01-0,VN-10164,Title V
6300022,International Processing Corporation,11/24/99,2048-063-0022-V-04-0,VN-11555,Title V
7700005,Caldwell Tanks-Lower Fayetteville Rd.,3/26/01,3443-077-0005-V-01-0,VN-11593,Title V
20500037,"Balfour Pole Company, LLC",9/18/00,2421-205-0037-V-01-0,VN-11590,Title V
7700009,Caldwell Tanks - Broad Street Facility,9/26/00,3443-077-0009-V-01-0,VN-11572,Title V
12900049,Shaw Industries Group Inc Plt D6,5/10/01,2273-129-0049-V-01-0,VN-10797,Title V
22700011,"Huber Carbonates, LLC",11/12/02,1455-227-0011-V-01-0,VN-12268,Title V
9500095,Dougherty County Fleming/Gaissert Rd MSW Landfill,6/11/01,4953-095-0095-V-01-0,VN-12296,Title V
1500011,Ga Power Company - Plant Bowen,6/15/00,4911-015-0011-V-01-1,VN-12272,Title V
20500043,Sowega Power LLC,7/10/01,4911-205-0043-V-06-0,VN-12317,Title V
28500048,Kimberly-Clark Corporation,9/29/00,2297-285-0048-V-01-3,VN-12377,Title V
28500015,Atlas Roofing Corporation,11/19/02,3086-285-0015-V-02-0,VN-11668,Title V
15700015,"Atlantic Wood Pellets Athens, LLC",2/23/00,2493-157-0015-V-01-1,VN-11716,Title V
6700003,Ga Power Company - Plant McDonough/Atkinson,3/21/00,4911-067-0003-V-01-1,VN-11711,Title V
21700042,Vantage Products Corp,9/29/00,3995-217-0042-V-01-0,VN-11732,Title V
22500019,Arrowhead Fiberglass Industries Inc,6/25/02,3089-225-0019-V-02-0,VN-11773,Title V
24700037,Visy Paper Inc,12/3/02,2631-247-0037-V-01-0,VN-11898,Title V
12100036,ATLANTA UTOY CREEK WPCP,3/18/02,4952-121-0036-V-01-0,VN-11945,Title V
9500002,Ga Power Company - Plant Mitchell,5/11/00,4911-095-0002-V-01-1,VN-11968,Title V
24500009,"Boral Bricks - Augusta Plants 3, 4, & 5",6/13/00,3251-245-0009-V-01-3,VN-12060,Title V
5100032,Great Dane Trailers Savannah,10/12/01,3715-051-0032-V-02-1,VN-12743,Title V
300015,TLC Mouldings Inc,5/10/01,2431-003-0015-V-01-0,VN-12760,Title V
1500011,Ga Power Company - Plant Bowen,5/1/02,4911-015-0011-V-01-2,VN-13171,Title V
5500001,Mount Vernon Mills,4/19/01,2211-055-0001-V-01-1,VN-12540,Title V
17500048,Bassett Furniture Inds of Nc Inc,7/31/02,2511-175-0048-V-01-1,VN-13884,Title V
25500049,Cooper Standard Automotive,4/14/05,3061-255-0049-V-02-2,VN-13932,Title V
1900003,Chaparral Boats Inc,7/23/03,3732-019-0003-V-02-1,VN-13993,Title V
8900224,Dart Container Corporation of Georgia,10/28/02,3086-089-0224-V-01-1,VN-13966,Title V
5100148,Arizona Chemical Corporation,2/5/04,2821-051-0148-V-01-2,VN-14121,Title V
